c_num,wbcode,year,iii,nr_rents,embi,embi_cons,debt_gdp,gov_debt_gdp,reserves,rer,inv_n,inv_m,inv_tot,va_n,va_m,va_tot,,,
12,BEN,1981,,8.153756121,,,42.17840056,,,,,,,1116407407,91315789.74,1556009814,,,
12,BEN,1982,,10.43745085,,,60.09637199,,,,,,,1197752932,473390091.2,2121782336,,,
12,BEN,1983,,8.845954406,,,73.78958359,,,,,,,1193604016,420758043.3,2748242149,,,
12,BEN,1984,,10.43469854,,,74.65249074,,,,,,,1263725497,394069095.1,3638451717,,,
12,BEN,1985,,8.949358723,,,88.13624026,,,,,,,1405519296,440746785.1,3827122196,,,
12,BEN,1986,,7.695894991,,,79.2774823,,,,,,,1448746192,422411341,3339055120,,,
12,BEN,1987,,7.332878196,,,81.13750539,,,712.1553865,,,,1445108251,445980156,3441776935,,,
12,BEN,1988,,6.888970523,,,73.34661742,,,735.171428,,,,1479260384,529801105.1,3530451497,,,
12,BEN,1989,,8.022740919,,,73.09095716,,,800.4568595,,,,1498529218,550473541.5,3535808805,,,
12,BEN,1990,,7.735959675,,,57.82463773,,,693.6440448,,,,1639446821,590547780.3,4042124962,,,
12,BEN,1991,,7.043174166,,,58.79060208,,,737.4452274,,,,1646357609,615936257.7,4149357037,,,
12,BEN,1992,,8.900865676,,,73.33906804,,,686.9120373,,,,1707059202,736352261.2,4002919069,,,
12,BEN,1993,16.9,5.674112349,,25.89382377,56.85757056,,,734.7822087,,,,1725025563,689930016.9,4165290073,,,
12,BEN,1994,16.7,9.069783271,,26.50468793,88.42963028,,,1089.739465,,,,1600475449,745548570.3,3985864866,,,
12,BEN,1995,15.25,9.136399179,,31.66529441,65.70368636,,,869.0385408,,,,1869820539,763638912.9,4139784860,,,
12,BEN,1996,16.35,8.29686968,,27.62736421,59.4996041,,,848.3401112,,,,2013405931,860073950.2,4395947455,,,
12,BEN,1997,16.7,7.929161671,,17.88531921,63.03893085,,,950.3927523,,,,2235470067,862858805.2,4658381417,,,
12,BEN,1998,16.9,7.485556667,,25.89382377,59.18290908,,,923.1382497,,,,2435509969,848929129.1,4941528166,,,
12,BEN,1999,16.75,3.234082927,,26.94715049,40.8903348,,,658.8094908,,,,2493248724,810735788.5,4896094641,,,
12,BEN,2000,17.15,3.398620856,,25.03329311,40.15087215,,,746.3339506,,,,2789844514,896675796.1,5351727714,,,
12,BEN,2001,17.75,3.172315378,,22.49808355,40.49383253,,,770.104112,,,,3048253494,979262191.2,5840396519,,,
12,BEN,2002,18.95,3.404413307,,18.04982716,38.82232454,,,717.7951441,,,,3114774573,1004785219,5988128385,,,
12,BEN,2003,20.75,4.184514253,,11.33453623,27.93900466,,,591.9261291,,,,3277051093,1015654116,6198080718,,,
12,BEN,2004,23.81707317,3.131039789,,7.738460044,26.29630839,,,548.2643484,,,,3384239558,1016282513,6437913096,,,
12,BEN,2005,23.51428571,3.04730613,,6.493515862,23.78362699,,,541.7257574,,,,3555902127,1083592941,6707739211,,,
12,BEN,2006,23.38491354,3.051472814,,6.11400168,9.426076378,,,541.5641149,,,,3743017467,1116906888,7070909613,,,
12,BEN,2007,26.48125,3.631712452,,5.929863647,11.11597924,,,507.7626119,,,,4028245406,1070891286,7455898902,,,
12,BEN,2008,23.93070175,3.663523922,,17.51058552,10.21011948,,,454.8397795,,,,4512270132,937334520.9,7848536128,,,
12,BEN,2009,27.15,3.717822331,,13.77422777,13.65552259,,,470.6973564,,,,4522533098,944712257.6,8033899559,,,
12,BEN,2010,28.63157895,3.42233007,,7.626714602,16.83748713,,,495.3108333,,,,4658165097,941130531.2,8161241389,,,
12,BEN,2011,26.85,3.478769033,,10.56113368,17.46062604,,,464.2882999,,,,5015029901,944596410.2,8559577965,,,
12,BEN,2012,23.34722222,3.916430014,,13.63171554,15.10828887,,,475.4534488,,,,5270883270,947809448.9,9007763536,,,
12,BEN,2013,23.00888889,3.515618529,,11.93890766,16.05395608,,,461.7388957,,,,5764162204,989523982.3,9689323816,,,
12,BEN,2014,20.47984749,3.7046153,,14.4700549,15.43942694,,,471.7999221,,,,6067834232,1074873022,10246030167,,,
12,BEN,2015,22.99692118,4.304299508,,12.73451504,19.21784701,,,564.9627683,,,,6130664533,1142013557,10471238201,,,
13,BFA,1979,,7.401511032,,,16.96312219,,,,,,,1116869951,354959845.7,2381976180,,,
13,BFA,1980,,8.3272796,,,17.16771953,,,,,,,1176256857,378371579.7,2532675479,,,
13,BFA,1981,,8.024745624,,,18.58166448,,,,,,,1217151008,386924250.1,2535228257,,,
13,BFA,1982,,11.28259218,,,20.17171298,,,,,,,1233486839,405098674.7,2673911325,,,
13,BFA,1983,,8.211244827,,,25.01060758,,,,,,,1228676665,388533881.9,2487756622,,,
13,BFA,1984,,8.609821593,,,28.17747981,,,,,,,1260116874,384954253,2529907860,,,
13,BFA,1985,,6.143024496,,,33.04261917,,,,,,,1320128017,386071385.5,2758379887,,,
13,BFA,1986,,7.664691608,,,31.49814167,,,,,,,1428584202,405552051.8,3033536335,,,
13,BFA,1987,,6.548258243,,,35.0482857,,,390.1602931,,,,1459262478,432411758.2,3014336510,,,
13,BFA,1988,,6.514320879,,,32.47287345,,,387.1158246,,,,1497304741,424737556.4,3202506487,,,
13,BFA,1989,,6.700206325,,,27.54784348,,,411.0122608,,,,1597675945,428574657.3,3212890029,,,
13,BFA,1990,,6.816249935,,,26.94523538,,,357.4492907,,,,1634495065,493215049.9,3233412363,,,
13,BFA,1991,,7.260463956,,,30.94991269,,,398.716467,,,,1726083425,478161807.8,3460858520,,,
13,BFA,1992,,9.568354949,,,31.08791032,,,381.7629083,,,,1686841216,507087645.5,3486542312,,,
13,BFA,1993,17.5,7.687431608,,24.18357533,35.17625186,,,424.1960832,,,,1682581554,540145745.8,3647497200,,,
13,BFA,1994,17.35,11.60330384,,24.59477952,60.3411907,,,741.0185619,,,,1551445146,499708605.3,3415496786,,,
13,BFA,1995,16.8,13.84372632,,26.19656642,53.77796315,,,637.0466127,,,,1699708842,526273150.1,3645251148,,,
13,BFA,1996,16.95,12.82650508,,25.74443034,50.18269997,,,662.5180852,,,,1880414385,517420377.8,3984396094,,,
13,BFA,1997,18.7,12.75841966,,14.33109485,53.47840204,,,757.64729,,,,2040143606,632927093.9,4209676538,,,
13,BFA,1998,20.05,11.68355317,,18.52732019,52.47387362,,,717.452598,,,,2113651024,663987497.6,4559213464,,,
13,BFA,1999,18.95,4.666292405,,21.16128026,47.39218226,,,647.0202624,,,3.56556E+11,2065249029,680583586.4,4.68E+09,,,
13,BFA,2000,19.5,5.355580307,,19.4663694,48.78636935,,,771.1189248,,,3.47655E+11,2060109084,634929024.2,4.55E+09,,,
13,BFA,2001,17.25,4.767832968,,23.79307146,47.69878454,,,780.4381368,,,3.1928E+11,2191376809,677630615.3,4.87E+09,,,
13,BFA,2002,18.25,5.728161545,,19.43073719,43.60368196,,,730.9369106,,,3.3571E+11,2330422788,719011384.7,5.07E+09,,,
13,BFA,2003,18.65,6.323634578,,13.96897779,37.51176564,,,612.1297854,,,3.95858E+11,2450885033,796267487.5,5.52E+09,,,
13,BFA,2004,21.44888889,5.437260057,,9.500347257,35.96754546,,,570.8243841,,,4.49486E+11,2674309586,815782812.8,5.70E+09,,,
13,BFA,2005,22.57142857,6.324784155,,7.035417976,33.06867999,,,567.0302797,,,5.00297E+11,2895160637,854278145.5,6.21E+09,,,
13,BFA,2006,21.59116279,6.433447653,,7.148430564,17.50585586,,,582.5945482,,,5.43701E+11,3236350219,925608902.2,6.53E+09,,,
13,BFA,2007,23.87926829,7.812924133,,7.261407681,19.43049242,,,535.0285111,,,6.63675E+11,3480221780,1000353788,6.93E+09,,,
13,BFA,2008,21.00167973,8.596970708,,22.61293841,16.94577839,,,467.2969203,,,7.29334E+11,3624637288,971400032.2,7.30E+09,,,
13,BFA,2009,25.5,9.578453279,,15.57398394,20.78289915,,,484.2224754,,,8.3521E+11,3879680159,1007175938,7.56E+09,,,
13,BFA,2010,29.50526316,11.08609183,,7.190669521,22.23288827,,,495.3108333,,,1.00658E+12,4038824438,1029163273,8.26E+09,,,
13,BFA,2011,24.65,13.63583127,,12.48615813,20.19173368,,,451.2175101,,,1.20197E+12,4374193318,1106738142,8.76E+09,,,
13,BFA,2012,21.86070686,12.39207756,,15.50637181,21.14297584,,,470.2549072,,,1.42083E+12,4800181983,1102841816,9.33E+09,,,
13,BFA,2013,21.00248447,10.64952569,,14.27495481,20.16819629,,,473.1457157,,,1.55928E+12,5046421630,1140995397,9.84E+09,,,
13,BFA,2014,20.88888889,10.31090556,,13.92029242,19.52933084,,,485.2679104,,,1.28473E+12,5350059426,1290210367,1.05E+10,,,
13,BFA,2015,22.403125,11.63285023,,13.40400076,23.69310311,,,599.367855,,,1.33941E+12,5588186840,1374013608,1.07E+10,,,
14,BGD,1979,,0.680122599,,,19.09837078,,2.481475554,,,,,18774643062,4013947022,32739300199,,,
14,BGD,1980,,0.749660503,,,20.94090891,,1.652032106,,,,,19390853710,4072232694,33424220611,,,
14,BGD,1981,,0.548224345,,,20.44271819,,0.683548084,,,,,20145312890,3947897018,34431377829,,,
14,BGD,1982,15.2,0.868391022,,31.86962982,26.21260145,,0.985796293,,,,,20786647948,3958320368,35147906675,,,
14,BGD,1983,12.95,0.650527812,,43.6159649,29.50007938,,2.976188495,,,,,21964406769,4033304672,36844678541,,,
14,BGD,1984,13.1,0.533395204,,42.6431628,28.48834124,,2.060751789,,,,,23444842820,4335794546,39037992868,,,
14,BGD,1985,15.45,0.319381428,,30.86742642,28.82350218,,1.510518417,,,,,24602936392,4266340999,40231321715,,,
14,BGD,1986,17.15,0.579142781,,25.15968881,35.64440249,,1.878782328,,,,,26024411506,4377381585,42174814119,,,
14,BGD,1987,18.7,0.48116444,,21.23759672,39.16030364,,3.470028857,63.56352532,,,,27570737558,4722734827,44147656610,,,
14,BGD,1988,17.4,0.484262614,,24.45654561,37.80082468,,3.935661944,62.76650878,,,,29382189808,4752409466,45963302729,,,
14,BGD,1989,18.05,0.44518234,,22.76136721,36.37515732,,1.742286227,61.22549027,,,,30810279158,4884828556,47499552576,,,
14,BGD,1990,18.05,0.537215496,,22.76136721,38.13290067,,1.989503472,63.8696917,,,,32130304879,5238903376,50781555423,,,
14,BGD,1991,17.4,0.527433774,,24.45654561,41.1077239,,4.129003492,68.04478154,,,,33643421685,5363026331,52816692663,,,
14,BGD,1992,17.15,0.516541063,,25.15968881,41.34396077,,5.754229466,72.20864439,,,,35312673395,5755922812,55349530281,,,
14,BGD,1993,19,0.42553274,,20.5857844,41.46034149,,7.268798919,75.11042452,,,,36754086201,6252170340,57724255727,,,
14,BGD,1994,21.6,0.401675343,,16.01297992,44.48178336,,9.294720122,75.12517974,,,,38404172132,6761420974,60077767693,,,
14,BGD,1995,25.2,0.455446463,,11.83992738,40.24564344,,6.16679363,71.66896625,,,,40268623601,7470074060,62712314860,,,
14,BGD,1996,26.7,0.442029851,,10.57223369,31.83460855,,3.950651076,63.49256853,,,,41924809263,7948704479,65352164608,,,
14,BGD,1997,27.95,0.385141772,,6.522618174,28.73778209,,3.278016034,65.43733047,,,,43865019932,8350219709,68554888041,,,
14,BGD,1998,26.65,0.365779885,,10.61111845,30.16083574,,3.811997949,67.58432454,,,,46121590513,9063712661,72053419009,,,
14,BGD,1999,25.9,0.445939093,,11.47561902,31.1302505,,3.127792468,69.47795152,,,,48547507401,9353265672,75535406809,,,
14,BGD,2000,26.95,0.59407768,,10.32884964,28.31228579,,2.784280767,73.17012694,,,,51209648323,9798436488,79936909660,,,
14,BGD,2001,26.9,0.640610376,,9.965739782,26.92586964,31.46184316,2.361543251,77.66583747,,,,54049801442,10453334803,84102340996,,,
14,BGD,2002,26.75,0.756300879,,9.188392562,29.32377541,31.86399152,3.075817946,78.04934147,,,,57029887938,11026568457,87771540914,,,
14,BGD,2003,28.4,0.744340063,,6.1297645,29.46495112,31.20445211,4.285135625,76.09351723,,,,60145325424,11770681623,92314262514,,,
14,BGD,2004,28.61089744,0.760780389,,5.403364129,29.02310531,,4.872541491,76.11581582,,,,63616788205,12605848790,97540497993,,,
14,BGD,2005,28.52551471,0.97204139,,4.447834432,25.51422493,,3.984913284,81.14244589,,,,67669488176,13638417932,1.03236E+11,,,
14,BGD,2006,27.1102716,1.330760407,,4.577054287,26.57291623,,5.298870345,84.65933534,,,,72036739296,15106736286,1.1022E+11,,,
14,BGD,2007,27.53947368,1.195674929,,5.49179881,25.40555404,,6.510877204,81.76910839,,,,77518606809,17307868784,1.19667E+11,,,
14,BGD,2008,25.25,1.121736569,,15.76352144,23.6582333,,6.208886591,76.95991068,,,,82931841868,19254970494,1.28528E+11,,,
14,BGD,2009,25.25,1.169836819,,15.87743155,22.94500864,,9.971815907,73.10648674,,,,88320104415,21293786776,1.37355E+11,,,
14,BGD,2010,32.09287926,1.131255835,,6.099044607,21.32272034,,9.164090917,69.60686584,,,,94570721719,23538201557,1.48006E+11,,,
14,BGD,2011,32.75,1.627030488,,7.15725514,19.48239051,,6.615101452,70.09687242,,,,1.01907E+11,26840570357,1.60469E+11,,,
14,BGD,2012,29.73244207,1.597889172,,8.489943682,19.55342707,,9.021897403,72.98609217,,,,1.10438E+11,30590045050,1.74325E+11,,,
14,BGD,2013,30.55725275,1.168403922,,6.848988422,19.44234747,,11.71033154,66.11308207,,,,1.18672E+11,34974801437,1.88523E+11,,,
14,BGD,2014,30.86377709,1.118407145,,6.480323781,17.7138061,,12.60105713,63.29283078,,,,1.27726E+11,39429765152,2.0403E+11,,,
14,BGD,2015,32.84684129,0.934311292,,6.33492763,17.31303169,,13.85255384,60.65901177,,,,1.37842E+11,45083124551,2.21796E+11,,,
15,BGR,1979,,,,,,,,,,,,17636699924,2955678701,26966074453,,,
15,BGR,1980,47.7,1.838577372,,3.392980234,,,,,,,,19050557511,2922066105,28742412678,,,
15,BGR,1981,46.45,1.95906616,,3.574122183,3.928053706,,,,,,,20806938892,3082264277,30987531468,,,
15,BGR,1982,40.85,2.044342788,,4.59671736,6.843452164,,,,,,,18562394207,3370431419,29535974596,,,
15,BGR,1983,39.55,1.499467793,,4.897311165,10.5468402,,,,,,,21682691191,3628011884,32367723136,,,
15,BGR,1984,42.1,1.297548048,,4.333206999,14.71792024,,,,,,,20105935680,3851276173,31664170540,,,
15,BGR,1985,46.85,1.672601162,,3.514598719,22.53338835,,,,,,,23994847734,4042175169,35013020372,,,
15,BGR,1986,49,0.829577973,,3.218912608,29.15824435,,,,,,,22025839352,4259468460,34214306251,,,
15,BGR,1987,48.45,0.565332937,,3.290871401,29.74638324,,,0.85627752,,,,27309172893,4485896676,39287012047,,,
15,BGR,1988,47.25,2.966481561,,3.45656005,40.4062318,,,0.880590527,,,,31245358966,4930923775,44326059417,,,
15,BGR,1989,46.1,2.729523818,,3.627463459,47.47678762,,,0.810950917,,,,28452104539,4984132476,41434383582,,,
15,BGR,1990,38.9,1.109793656,,5.058871445,57.32612409,,,1.298694696,,,,26678573775,4322331422,38359557366,,,
15,BGR,1991,25,1.392373563,,12.02615773,119.4159774,,2.838171121,4.694331176,,,,27529241189,3578455961,38036623723,,,
15,BGR,1992,20.45,1.377583476,,17.82418817,116.2835254,,8.716415665,3.945891907,,,,26435564171,3278022630,35779705249,,,
15,BGR,1993,19.2,0.984143403,,20.16788513,114.4834216,,6.049647291,3.256557167,,,,25950810903,3289683443,34351978509,,,
15,BGR,1994,20.3,1.091764417,,18.08306296,103.4042004,,10.33054893,3.901769843,,,,26634835482,3527929661,35692583980,,,
15,BGR,1995,22.05,0.846591997,,15.37917546,55.94603475,,6.513348119,2.095655554,793800000,41800000,212600000,24448311041,3119700748,33423486738,,,
15,BGR,1996,23.3,0.994637062,,13.80477745,87.14304282,,3.933275036,3.474253706,666500000,19200000,97400000,24628145545,3260541827,33223418726,,,
15,BGR,1997,22.35,0.965822428,6.22,10.10676247,101.2807245,,18.6596031,3.111550968,1843500000,362600000,1842500000,18181421446,3552142371,28645205169,,,
15,BGR,1998,24.6,0.535806799,7.711450311,12.41214427,77.33419421,,17.8614823,2.593626089,3206700000,759900000,3861500000,20678474269,3214463840,30085921560,,,
15,BGR,1999,29.45,0.615690649,8.375541585,8.923056117,87.7421711,,21.22291957,2.653475055,3655100000,663300000,4070800000,17615790070,3076399909,26464860576,,,
15,BGR,2000,34.8,0.654792083,7.28165925,6.260447341,92.92854062,,23.81830153,2.921052701,4080000000,758000000,4705600000,18260088415,3605418273,27472908637,,,
15,BGR,2001,35.8,0.69352307,6.752591166,5.693573775,79.35317005,,23.20140239,2.897165995,4821300000,1153900000,5969900000,18876445251,3857005214,28516039447,,,
15,BGR,2002,39.65,0.450963776,3.707425856,4.250831486,73.52939218,,26.86768192,2.693167266,5172500000,1383300000,6465300000,20383303106,4100374065,30491951938,,,
15,BGR,2003,43.3,0.427908592,2.280998835,2.683396091,66.35896226,,29.75180483,2.241692435,5683400000,1522900000,7256200000,20969394695,4603547948,31604341419,,,
15,BGR,2004,50.05,1.133048779,1.427525177,1.807048586,62.80475629,,33.55105302,1.984291698,6851700000,1544400000,8632000000,22000340059,4710326457,33062344140,,,
15,BGR,2005,53.46811295,1.004785095,0.814907508,1.299324716,61.78841686,,26.91910473,1.921931976,9462700000,2190300000,12067100000,24054409431,5007878032,35032192247,,,
15,BGR,2006,56.61653384,1.857385718,0.815846788,1.081936864,83.53215079,,31.82974394,1.836637616,12194900000,2321900000,14708900000,25912151440,5522217184,37430514623,,,
15,BGR,2007,60.70474138,1.707307924,0.8032533,1.167847355,106.4711381,,37.10822203,1.557074301,14968700000,2735000000,17961800000,27997052822,6346803446,39682781682,,,
15,BGR,2008,61.16606171,1.961671196,2.967443182,2.786482705,102.3539477,,30.88878057,1.373104659,19030200000,3713800000,24024700000,29131262752,6477896169,41696327363,,,
15,BGR,2009,53.25,0.707920264,3.974071742,3.68191952,110.5758672,,32.92222168,1.402021673,17432200000,2392200000,20330600000,29546021310,5937712537,41237927908,,,
15,BGR,2010,54.36164669,1.70442186,2.443421452,2.172530439,102.1552771,,30.42597309,1.476881984,13921800000,1931000000,16611700000,30967127635,5724722285,42238948084,,,
15,BGR,2011,54.3,2.188475056,2.485159097,2.658622528,85.44158881,,26.4431052,1.353146409,13416600000,2522900000,16906100000,31373781455,6099297212,43134096577,,,
15,BGR,2012,52.4978877,1.646026718,2.053190339,2.788047966,95.98703155,,33.83192046,1.475414538,14016900000,2649000000,17456200000,31083257765,6711176604,43098333711,,,
15,BGR,2013,53.95805937,1.123562824,0.803428005,2.24885577,94.6314266,,32.85196545,1.452343299,13825400000,2630300000,17423400000,30439526185,6326456586,42354681478,,,
15,BGR,2014,56.09268503,0.790282215,,2.011034448,83.18540826,,32.54287729,1.461024212,13532200000,2675800000,17722200000,30528281569,6455395602,42647018817,,,
15,BGR,2015,53.33700912,0.65940609,,2.451230412,82.06782332,,40.92654845,1.712183749,10658600000,5812100000,18684400000,31513885740,6919065971,43861312628,,,
16,BHR,1979,62.9,,,1.973732218,,,,,,,,2263165338,362811642.5,8988909288,,,
16,BHR,1980,58.7,20.62528551,,2.259806792,,,31.0280537,,,,,2336518869,464569266,9282664493,,,
16,BHR,1981,58.75,14.75018907,,2.256041439,,,44.52721823,,,,,2614606919,518242034.7,8944846006,,,
16,BHR,1982,58,10.27937664,,2.313534154,,,42.09807207,,,,,4027261756,626797691.4,8796132435,,,
16,BHR,1983,56.9,11.33011259,,2.401946002,,,38.1878489,,,,,4832244814,634040241.4,9719013372,,,
16,BHR,1984,56.2,10.37508043,,2.460892646,,,33.34825238,,,,,4620333790,687027905.2,10030516286,,,
16,BHR,1985,56.75,11.57455423,,2.414396536,,,45.44844889,,,,,5022142964,1004283872,8926486307,,,
16,BHR,1986,56.55,8.478674371,,2.431149477,,,48.79406363,,,,,4730764180,1021529265,8887318946,,,
16,BHR,1987,53.3,8.64494048,,2.729975162,,,33.85926921,0.524215837,,,,5002881372,1228763972,8973609536,,,
16,BHR,1988,54.15,6.918222028,,2.646674572,,,33.80758796,0.532016649,,,,5562939185,1233918713,9608855168,,,
16,BHR,1989,55.2,8.613200197,,2.548968515,,,27.1777251,0.531748938,,,,5292784839,1206903633,9419138265,,,
16,BHR,1990,54.75,10.38858011,,2.590164011,,8.727364185,29.19445894,0.525406081,,,,5399934759,1350251384,9729417201,,,
16,BHR,1991,48.75,5.739632439,,3.251323442,,16.37955868,32.81073576,0.552036505,,,,5523386161,1400921201,9896490473,,,
16,BHR,1992,49.45,5.608592011,,3.161790233,,21.29982087,29.43470256,0.585396536,,,,5878911746,1572290105,10775308130,,,
16,BHR,1993,51.3,5.789031661,,2.942327551,,19.34741472,25.04058967,0.619589798,,,,6037480476,1891150290,11599658676,,,
16,BHR,1994,52.55,4.737402871,,2.806809784,,17.88000297,21.00869084,0.589074796,,,,6204106961,1988192766,11845678660,,,
16,BHR,1995,52.05,5.010058601,,2.859862369,,16.98645162,21.88111304,0.594852661,,,,6325377004,2033544752,12083388196,,,
16,BHR,1996,50.75,5.500037728,,3.005106919,,15.81310272,21.60720794,0.60455493,,,,6415720646,2020062266,12494744900,,,
16,BHR,1997,49.7,5.846623624,,2.112601098,,16.96058238,20.32178755,0.609684851,,,,6508443739,2052229234,12783523598,,,
16,BHR,1998,50.25,4.067419435,,3.063951901,,21.16468109,17.4521622,0.663349281,,,,6486367470,2119419323,13402444018,,,
16,BHR,1999,50.8,4.668186351,,3.067293957,,23.69150527,20.67716187,0.655527261,,,,6539745326,2223133910,14218171389,,,
16,BHR,2000,53.05,6.111296315,,2.741388331,,25.74501489,17.25870727,0.515558753,,,,6801629934,2270961715,15232658828,,,
16,BHR,2001,55.05,5.929657569,,2.451149374,,27.10478363,18.76049063,0.545206974,,,,7059314455,2352014685,15608124034,,,
16,BHR,2002,54.65,5.168031367,,2.26749603,,28.37966711,17.9886945,0.535540315,,,,7430208868,2458331499,16144108818,,,
16,BHR,2003,53.15,5.07861086,,1.796129976,,32.4533576,16.05793583,0.50228185,,,,8325870304,2551979791,17160488153,,,
16,BHR,2004,57.95,5.130365815,,1.356141836,,29.3985592,14.75649914,0.464725924,,,,10212841114,2830914718,18343877935,,,
16,BHR,2005,61.90034919,6.395300954,,0.975333411,,,12.36776342,0.421332047,,,,11703051652,3286270480,19580346652,,,
16,BHR,2006,64.3288482,6.99357572,,0.842504302,,,15.13280047,0.398817254,,,,12771769602,3644258181,20855864635,,,
16,BHR,2007,67.94301075,6.669282521,,0.93662615,,,19.40692706,0.377477721,,,,14222329809,3840106600,22581483685,,,
16,BHR,2008,70.57070707,7.373061106,,2.105711713,,,15.24822527,0.345643341,,,,15413651199,4102812022,23997370646,,,
16,BHR,2009,68.3,6.158985406,,2.261234775,,,16.76317677,0.400383679,,,,15906727498,4296709685,24633626146,,,
16,BHR,2010,77.9300554,5.940849921,,1.073035082,,,19.78993136,0.377,,,,16840401869,4459180708,25729346998,,,
16,BHR,2011,64.2,8.163854546,,1.91512129,,,15.79250329,0.350725855,,,,17042686638,4597940172,26241539498,,,
16,BHR,2012,58.78605556,8.841223302,,2.23392459,,,16.92610845,0.346976965,,,,18344283617,4812539676,27188509358,,,
16,BHR,2013,57.75395837,9.311952763,,1.96848716,,,16.4324857,0.351729544,,,,18907945000,4988081837,28681525338,,,
16,BHR,2014,57.05258033,8.591922786,,1.945298894,,,18.11596393,0.364326852,,,,19804566326,5230802313,30018353017,,,
16,BHR,2015,55.34630975,5.129701491,,2.27996787,,,10.90865798,0.405339222,,,,20492924633,5398138298,30835459920,,,
17,BHS,1979,,0.200212489,,,,,6.80321783,,,,,4710117158,140167391.9,4939176908,,,
17,BHS,1980,,0.226219082,,,,,6.910003586,,,,,5015273307,149345786.9,5258596462,,,
17,BHS,1981,,0.187229092,,,,,7.024570851,,,,,4551718390,135579847,4772825764,,,
17,BHS,1982,,0.185349293,,,,,7.190555182,,,,,4856144501,144434210.2,5092913659,,,
17,BHS,1983,,0.140886369,,,,,7.039124035,,,,,5038649325,149084892.8,5285234472,,,
17,BHS,1984,,0.114903866,,,,,7.894812832,,,,,5745177029,171772915.8,6023061645,,,
17,BHS,1985,,0.040841526,,,,,7.862939851,,,,,6018143086,179793868.3,6306658122,,,
17,BHS,1986,,0.040423691,,,,,9.362930953,,,,,6124381892,182679198.6,6423731070,,,
17,BHS,1987,,0.043034982,,,,,6.268064776,1.547217397,,,,6309077105,186260876.9,6622365773,,,
17,BHS,1988,,0.066143799,,,,,6.1051167,1.578366415,,,,6518332181,187883652.7,6843212069,,,
17,BHS,1989,,0.058369889,,,,,4.795504913,1.611033083,,,,6849177389,215493562.6,7160772311,,,
17,BHS,1990,,0.117517923,,,,24.41882502,4.995747801,1.590635133,,,,6753835070,200981778.9,7063120269,,,
17,BHS,1991,,0.098538602,,,,27.97670322,5.827843557,1.60343419,,,,6483605347,191863755.3,6830958095,,,
17,BHS,1992,,0.084737846,,,,30.63042779,4.996221787,1.578332225,,,,6256488623,175168784,6591476527,,,
17,BHS,1993,,0.106734839,,,,34.43402329,5.571907079,1.629628222,,,,6636298288,169389754.2,6972827008,,,
17,BHS,1994,,0.082394945,,,,34.86652347,5.419453267,1.62886362,,,,6888685074,174141400.4,7238790388,,,
17,BHS,1995,,0.093975507,,,,33.99825022,5.22599519,1.649780849,,,,7039613664,182360464,7415811321,,,
17,BHS,1996,,0.08009688,,,,34.22277639,4.748999512,1.663613794,,,,7170215596,203036544,7550257221,,,
17,BHS,1997,,0.040691346,,,,21.7237965,3.585493142,1.031454845,,,,7492295736,259452992,7909296757,,,
17,BHS,1998,,0.0098206,,,,20.95173286,5.071081641,0.923077571,,,,7585351578,255995106,8007481980,,,
17,BHS,1999,,0.008947106,,,,19.64114437,5.342356289,0.93431295,,,,8185956072,289570063.3,8640709978,,,
17,BHS,2000,65.45,0.006546234,,1.816758364,,18.75200428,4.329175781,0.946473568,,,,8324123200,312548273.3,8801889690,,,
17,BHS,2001,61.3,0.006725527,,1.985620245,,,3.838174665,0.963822001,,,,8460611166,271388275.8,8951886342,,,
17,BHS,2002,64.85,0.008027619,,1.621744687,,,4.285992251,0.941766251,,,,8770337326,252983398.9,9245621235,,,
17,BHS,2003,61.95,0.007119133,,1.330501048,,,5.536680667,0.948307732,,,,8755853602,325487459.4,9296406695,,,
17,BHS,2004,64.46857143,0.006320852,,1.100605581,,,7.44760182,0.962341765,,,,8811575287,356831522.5,9400439940,,,
17,BHS,2005,66.43998332,0.006186466,,0.849087085,,,5.960614223,0.94455354,,,,9333162795,336753475,9861818149,,,
17,BHS,2006,67.26930839,0.007401859,,0.77188579,,23.4702304,4.53742484,0.965146854,,,,9062191287,373005505.3,9633847862,,,
17,BHS,2007,68.08828125,0.007864169,,0.932716152,,23.2550474,4.374345664,0.962699531,,,,9125547072,326045183,9699817661,,,
17,BHS,2008,67.78785714,0.008815082,,2.278352786,,25.45031351,5.395298193,0.967031387,,,,9188800618,302174615.4,9726390256,,,
17,BHS,2009,69.5,0.008625399,,2.185397687,,30.90345984,10.11648834,0.984603954,,,,8773104996,284104372.6,9296817082,,,
17,BHS,2010,69.87006579,0.015294778,,1.328860707,,33.68656743,10.34249824,0.999843795,,,,9217013594,309871200.3,9706178669,,,
17,BHS,2011,69.5,0.013281663,,1.63954132,,35.2808663,10.62730488,1.029732542,,,,9306045982,310763557.9,9781074397,,,
17,BHS,2012,68.57051522,0.012326209,,1.652377681,,36.43201343,7.900203794,1.016276575,,,3249327094,9545285874,352243631.8,10014144697,,,
17,BHS,2013,65.15203598,0.014526055,,1.554555952,,44.68266537,7.693560545,1.018511976,,,2969587365,9396617820,309179493.7,9826682514,,,
17,BHS,2014,62.23396904,0.017725215,,1.640756837,,46.29333477,7.846584505,0.99935412,,,3376071813,9689272641,328617916,10235070760,,,
